,major_category,middle_category,name,number,limit,exclusive,target_gender,buy_gender,buy_age,view,like,price,discount_rate,delivery_date,rating,review,buy
2388,상의,후드 티셔츠,[패키지] Essential 오버핏 후드,BR548,0,1,0,0.0,"('24~28세', 0)",4900.0,1324,48900.0,21,5.0,4.8,115,500.0
2389,상의,니트/스웨터,shetland wool beads round pull-over knitted (Pink),23FW22009TN_PINK,1,0,1,1.0,"('24~28세', 0)",5000.0,2747,143000.0,0,6.0,4.7,15,100.0
2390,상의,반소매 티셔츠,HELLO KITTY 3D ARTWORK SHORT SLEEVE T-SHIRT WHITE,ADLV-23FW-SSATHK-WHT,0,0,1,1.0,"('24~28세', 0)",550.0,1042,59000.0,0,5.0,5.0,8,50.0
2391,상의,후드 티셔츠,로고 후드티 #아이스블루,G00003,0,0,1,,"('~18세', 0)",650.0,214,68000.0,0,5.0,,0,
2392,상의,후드 티셔츠,N/H 무지 오버핏 후드 (OFNHOOD)_멜란지화이트,m1037_974359,0,0,0,0.0,"('~18세', 0)",2900.0,1691,32900.0,48,6.0,4.7,46,350.0
2393,상의,피케/카라 티셔츠,카라 로고 스웻셔츠 블랙 MDTS044BLACK,MDTS044BLACK,0,0,1,1.0,"('29~33세', 0)",950.0,536,49000.0,33,6.0,4.8,10,50.0
2394,상의,반소매 티셔츠,COMPTON BEAR T-SHIRTS BLACK,16STST06,0,0,0,0.0,"('19~23세', 0)",3900.0,1446,40500.0,10,5.0,4.7,338,250.0
2395,상의,반소매 티셔츠,BASEBALL SCRIPT JERSEY (WHITE),WK23FWSH02WT,0,0,2,1.0,"('19~23세', 0)",900.0,471,76300.0,30,5.0,,0,
2396,상의,후드 티셔츠,여성 로고 리브 고쉬 후드 - 블랙 / 677256YB2EZ1035,677256YB2EZ1035FW22,0,0,1,1.0,"('24~28세', '29~33세')",1300.0,700,300000.0,74,6.0,4.4,8,50.0
2397,상의,셔츠/블라우스,오버 핏 코듀로이 셔츠 [크림],MABSH502-CR,0,1,0,0.0,"('29~33세', 0)",1400.0,544,39890.0,20,5.0,4.9,106,250.0
2398,상의,후드 티셔츠,헤비 더블코튼 피그먼트 후드 - 라이트그레이,ENE23FW,0,0,1,1.0,"('24~28세', 0)",1400.0,2037,49000.0,29,5.0,4.5,14,100.0
2399,상의,니트/스웨터,PUNCHING NET HOODED KNIT VIOLET GREY,23SSPCNHDKNVG,1,0,0,0.0,"('24~28세', 0)",2600.0,376,71400.0,40,5.0,4.9,10,50.0
2400,상의,긴소매 티셔츠,TD4-TS04 이지 폴라티-블랙,TD4-TS04_BLK,1,0,0,0.0,"('24~28세', 0)",1900.0,145,39700.0,0,5.0,5.0,6,50.0
2402,상의,니트/스웨터,"LOOSE FIT V-NECK WOOL KNIT, IVORY",23001071,0,0,1,1.0,"('19~23세', 0)",5800.0,1236,102000.0,0,5.0,4.8,28,
2403,상의,셔츠/블라우스,이네스 셔츠 뷔스티에 (화이트),NRTS2C004WH,0,0,1,1.0,"('24~28세', 0)",1900.0,3963,109000.0,0,5.0,4.7,134,200.0
2404,상의,후드 티셔츠,코듀로이 라쿠로고 오버후드(레드),T21TS032,0,0,2,1.0,"('29~33세', 0)",2800.0,1199,48300.0,30,5.0,4.8,97,300.0
2405,상의,반소매 티셔츠,유스클럽 그래픽 오버핏 티셔츠 - BLACK,OO3SURT102BK,0,0,2,1.0,"('19~23세', 0)",1900.0,9611,31200.0,20,7.0,4.8,598,3400.0
2406,상의,맨투맨/스웨트셔츠,TD3-TS04 빌리 스웻 라운드-멜란지그레이,TD3-TS04_MEG,1,0,0,0.0,"('29~33세', 0)",2200.0,350,59700.0,0,5.0,4.9,35,150.0
2407,상의,니트/스웨터,Cashmere Cable Round Knit (Sora),VLNT-22-006,0,0,1,1.0,"('24~28세', 0)",1800.0,261,52000.0,50,5.0,4.7,15,50.0
2408,상의,맨투맨/스웨트셔츠,H/V 무지 오버핏 맨투맨_블랙,m1037_973871,0,0,0,0.0,"('24~28세', 0)",1800.0,239,26900.0,53,6.0,4.8,13,150.0
2409,상의,셔츠/블라우스,골덴 오버 핏 셔츠 네이비,0,0,0,0,0.0,"('29~33세', 0)",1200.0,312,72000.0,40,6.0,4.6,18,50.0
2410,상의,니트/스웨터,PLANET 자카드 니트[IVORY],BLACK,0,0,2,1.0,"('19~23세', 0)",21000.0,11165,54900.0,20,6.0,4.9,110,1400.0
2411,상의,후드 티셔츠,가먼트 다잉 후디 블랙 멜란지,AKAKFU20333400,0,0,2,,"('~18세', 0)",350.0,106,22900.0,79,5.0,5.0,4,
2412,상의,맨투맨/스웨트셔츠,피그먼트 로고 스웻 셔츠 [카키],DGA3MT022KH,0,0,2,0.0,"('29~33세', 0)",2400.0,432,20800.0,60,5.0,5.0,11,50.0
2413,상의,피케/카라 티셔츠,시티보이 스트라이프 럭비 카라 셔츠 (BROWN),TRFSH05BR,1,0,0,0.0,"('29~33세', 0)",500.0,289,40300.0,31,6.0,4.9,10,50.0
2414,상의,긴소매 티셔츠,Priest,FG-Priest,0,0,0,0.0,"('24~28세', 0)",2300.0,1206,52200.0,10,5.0,4.9,63,250.0
2415,상의,니트/스웨터,어썸 멀티부클 라운드 니트 [메이플],MMFFMRT102,0,0,2,0.0,"('24~28세', '29~33세')",2900.0,506,66750.0,25,6.0,4.7,26,50.0
2416,상의,니트/스웨터,오프숄더 슬림 울 니트,BCFWIFNT08,0,0,1,1.0,"('24~28세', 0)",3800.0,1549,124800.0,20,5.0,4.8,13,50.0
2417,상의,맨투맨/스웨트셔츠,BOUCLE LOGO SWEATSHIRT (NAVY),SN2D1TT014NA,1,0,1,1.0,"('24~28세', 0)",650.0,1343,80100.0,10,6.0,4.9,43,50.0
2418,상의,후드 티셔츠,dz pg hood (dark grey),23wi35,0,0,1,1.0,"('24~28세', 0)",3000.0,1110,86400.0,20,5.0,5.0,16,50.0
2419,상의,맨투맨/스웨트셔츠,Terry Piping Half Zip Sweatshirt Gloomy Sky,SC23S208BL,1,0,2,1.0,"('19~23세', 0)",750.0,683,49200.0,40,6.0,5.0,20,50.0
2420,상의,반소매 티셔츠,TCM brc T,project 7-4,0,0,2,1.0,"('19~23세', 0)",3500.0,28256,38700.0,10,5.0,4.9,1896,3300.0
2421,상의,긴소매 티셔츠,롱슬리브 풋볼 져지 - 블랙,ENE23FW,0,0,0,1.0,"('24~28세', 0)",2700.0,856,59200.0,26,6.0,4.7,22,100.0
2422,상의,긴소매 티셔츠,RIVET HOODIE SHIRRING ROBE TOP GRAY,P0000EBD,1,0,1,,"('19~23세', 0)",1100.0,316,115200.0,10,18.0,5.0,2,
2423,상의,긴소매 티셔츠,Strap Off Shoulder T_ Black,SDY-23SS-TO01-BK,0,0,1,1.0,"('24~28세', 0)",900.0,2161,68000.0,0,5.0,4.9,29,100.0
2424,상의,셔츠/블라우스,[2pack] 파인 트윌 팁 셔츠,23FW-FINE-SET,0,0,0,0.0,"('24~28세', 0)",2800.0,620,59780.0,39,5.0,4.9,22,150.0
2425,상의,니트/스웨터,남성 인타르시아 로고 울 니트 - 네이비 / 761539XKDK44492,761539XKDK44492FW23,0,0,0,,"(0, 0)",150.0,8,886000.0,43,6.0,,0,
2426,상의,후드 티셔츠,슬램로고 피그먼트 후드 셋업 블루그린 FHT750+FTP750,FHT750FTP750BG,0,0,0,0.0,"('29~33세', 0)",900.0,186,94800.0,46,5.0,4.8,26,50.0
2427,상의,니트/스웨터,소프트 워머 헤어리 니트 그린,5004440687,0,0,0,0.0,"('29~33세', 0)",1700.0,246,89000.0,0,20.0,5.0,3,50.0
2428,상의,맨투맨/스웨트셔츠,[Pat&Mat] QnA Sweatshirt(BLACK),MB23F5SWU04BK,1,0,2,1.0,"('24~28세', 0)",3600.0,2058,63200.0,20,5.0,5.0,42,150.0
2429,상의,맨투맨/스웨트셔츠,버스정거장 맨투맨 F01BRD_HNX10800,F01BRD_HNX10800,0,0,0,0.0,"('19~23세', 0)",1400.0,840,36900.0,0,6.0,4.8,46,200.0
2431,상의,반소매 티셔츠,GUCKKASTEN X AECA PUPPET HALF SLEEVE TEE-BLACK,AECMFWBCTTSSO001A1BA,1,0,0,1.0,"('40세~', 0)",2800.0,310,45000.0,0,5.0,4.9,38,450.0
2432,상의,후드 티셔츠,스포츠 클럽 후디-오트밀,P23FWHD003,0,0,2,1.0,"('~18세', 0)",2300.0,2252,44100.0,30,5.0,4.9,15,100.0
2434,상의,맨투맨/스웨트셔츠,TEAM TRACK JERSEY LS (SKY BLUE) (2TYPE),5006908565,0,0,2,1.0,"('19~23세', 0)",4900.0,2369,49000.0,0,5.0,4.7,30,100.0
2435,상의,니트/스웨터,FANTASIA KNIT SWEATER IVORY(MG2DFMK623A),MG2DFMK623AIV,0,0,2,1.0,"('19~23세', 0)",9100.0,7451,63200.0,20,6.0,4.9,247,1100.0
2436,상의,니트/스웨터,애니멀 니트(네이비),CB22AWANNV,1,0,2,0.0,"('24~28세', 0)",11000.0,8923,78750.0,25,5.0,4.7,291,650.0
2437,상의,맨투맨/스웨트셔츠,스티치 레터링 스웻셔츠 오렌지,WR2204CR52OR,0,0,1,,"('24~28세', 0)",1200.0,78,26700.0,70,5.0,5.0,3,
2438,상의,셔츠/블라우스,시티보이 워싱 데님 셔츠_블루,CBCFUSH002BL,1,0,2,0.0,"('29~33세', 0)",2600.0,1851,59900.0,13,6.0,4.9,113,400.0
2439,상의,후드 티셔츠,OHP X MOAI b토끼의 하루 기모 후드,5008101330,0,0,0,,"('40세~', 0)",900.0,30,98000.0,0,6.0,,0,
2440,상의,맨투맨/스웨트셔츠,부클 플라워 맨투맨 아이보리,FA2201CR01IV,1,0,2,1.0,"('24~28세', 0)",4200.0,12970,62100.0,10,5.0,4.8,518,1600.0
2441,상의,맨투맨/스웨트셔츠,공용 심슨 배트맨 라운드 맨투맨 BMDTS487UDGY,BMDTS487UDGY,0,0,0,0.0,"('34~39세', 0)",7700.0,494,27200.0,60,5.0,4.8,26,250.0
2442,상의,긴소매 티셔츠,바이커 저지 탑 BLACK,IW2C4TO04BK,0,0,1,1.0,"('24~28세', 0)",1000.0,463,92500.0,30,5.0,4.9,8,50.0
2443,상의,후드 티셔츠,BIG DAISY LOGO 후드티 - 그린,TRIP20HDGRN035,0,0,0,0.0,"('19~23세', 0)",1500.0,1503,55300.0,30,6.0,4.9,106,350.0
2444,상의,니트/스웨터,레이어드 볼레로 니트 (오트밀),HM23FW722690,1,0,1,1.0,"('24~28세', 0)",1500.0,579,113050.0,5,5.0,5.0,2,50.0
2445,상의,셔츠/블라우스,LAUNDRY SHIRT (OCEAN BLUE),UNION-SH05OB,0,0,0,0.0,"('24~28세', 0)",3600.0,465,59000.0,5,5.0,4.9,52,100.0
2446,상의,긴소매 티셔츠,dyeing pocket l/s tee pigment red,UB-3481,1,0,0,0.0,"('24~28세', 0)",1300.0,1232,64800.0,10,5.0,4.8,211,400.0
2447,상의,반소매 티셔츠,데이지 플라워(Daisy Flower) 백 프린팅 루즈 티셔츠 그린 포레스트,21 Summer capsule,0,0,1,1.0,"('40세~', 0)",2500.0,1301,27000.0,31,7.0,4.6,51,350.0
2448,상의,니트/스웨터,BALANCE T-NECK KNIT (BLACK),vvain_763,0,0,0,0.0,"('24~28세', 0)",1800.0,142,29900.0,21,5.0,5.0,2,50.0
2449,상의,후드 티셔츠,MLB 뉴욕 양키스 베이직 로고 후드 오트밀 13781158,13781158,0,0,2,0.0,"('19~23세', 0)",2100.0,433,109650.0,15,5.0,5.0,4,50.0
2450,상의,니트/스웨터,소프트 니트 (U23DTNT161),5004368070,0,0,0,0.0,"('~18세', '24~28세')",1400.0,172,19900.0,71,5.0,5.0,2,50.0
2451,상의,맨투맨/스웨트셔츠,PUPPY BUDDY CREWNECK [NAVY],RCCOTO228NV,1,0,2,0.0,"('24~28세', 0)",1900.0,1337,46800.0,35,5.0,4.9,48,100.0
2452,상의,긴소매 티셔츠,COLOR SNAP BUTTON TOP / BLACK,CR22WNTP14,0,0,1,1.0,"('19~23세', 0)",2200.0,2137,86000.0,0,5.0,4.9,89,100.0
2453,상의,후드 티셔츠,[PPG X FANCY] 어노이드 스티치 후드 집업 (IVORY)_F23PG1031,F23PG1031IVOS,1,0,1,1.0,"('24~28세', 0)",4700.0,3477,52000.0,20,5.0,4.9,47,150.0
2454,상의,맨투맨/스웨트셔츠,빅 로고 스웻 세트(23SS) 크림,KNEKRA4044,0,0,2,1.0,"('40세~', 0)",1900.0,399,77760.0,46,5.0,5.0,4,50.0
2455,상의,민소매 티셔츠,소프트 리본  슬리브리스 탑 [BLACK],Z23STP20BK,0,0,1,1.0,"('19~23세', 0)",1800.0,1472,13600.0,60,5.0,4.7,38,100.0
2456,상의,셔츠/블라우스,오버사이즈 옴브레 셔츠 블루,23FW,0,0,0,0.0,"('29~33세', 0)",1000.0,157,99200.0,20,6.0,5.0,9,
2457,상의,니트/스웨터,Buttoned Mixed Top [Brown],MATT06,0,0,1,1.0,"('19~23세', 0)",2700.0,2679,54000.0,0,5.0,4.8,61,150.0
2458,상의,니트/스웨터,리브 니트 볼레로 세트 (핑크),NRSW3D001PK,0,0,1,1.0,"('24~28세', 0)",2500.0,1314,169000.0,0,13.0,5.0,7,50.0
2459,상의,후드 티셔츠,[패키지]로럴골든 후드티_12COLOR,GA008PK,0,0,0,1.0,"('~18세', 0)",1300.0,113,79800.0,42,5.0,,0,50.0
2460,상의,니트/스웨터,shetland wool 100% crewneck sweater elbow patch ver 4color,BB-ELBOWPATCH,0,1,2,0.0,"('29~33세', 0)",4700.0,1151,85050.0,55,4.0,4.9,118,150.0
2461,상의,긴소매 티셔츠,제넷 하프 오프 숄더 셔링 탑 ( 아이보리 ),3233TS208739F,0,0,1,1.0,"('19~23세', 0)",2900.0,1959,44100.0,10,7.0,4.1,7,50.0
2462,스포츠/용품,상의,쿨터치 라이트 커버업 롱슬리브 백아이보리,XWFLT02H3Ivory,0,0,1,1.0,"(0, 0)",950.0,89,26500.0,32,5.0,4.8,5,50.0
2463,상의,후드 티셔츠,Strawberry Hoodie Black,SC23A204BK,0,0,1,1.0,"('19~23세', 0)",1800.0,1311,38400.0,40,6.0,4.7,36,100.0
2464,상의,민소매 티셔츠,[캡내장] 스퀘어 스트링 롱 슬리브리스 2color,ACT23027,0,0,1,1.0,"('19~23세', 0)",1200.0,2163,22900.0,21,5.0,4.1,46,200.0
2465,스포츠/용품,상의,[TECH PRO] 머슬 TANK TOP [스톤],MRFMTKA01-ST,0,0,0,0.0,"('29~33세', '34~39세')",250.0,46,49000.0,10,5.0,4.7,13,50.0
2466,상의,니트/스웨터,브이넥 울 케이블 니트 - 네이비,LAMINEZ01,0,0,1,1.0,"('24~28세', 0)",4900.0,982,54000.0,10,7.0,4.3,7,50.0
2467,상의,긴소매 티셔츠,[워머 ver.] 슬림 데일리 라운드넥 워머 긴팔티셔츠 [BLACK] 이너 ver.,KLWMERLSV_BK,0,0,1,1.0,"('24~28세', 0)",1300.0,1099,27200.0,15,5.0,4.5,21,50.0
2468,상의,민소매 티셔츠,Stripe Rib Sleeveless (Ivory),5003242602,0,0,1,1.0,"('24~28세', 0)",350.0,739,15400.0,30,8.0,4.8,50,100.0
2469,스포츠/용품,상의,헤리티지 무드 스포츠 브라탑 2매입(FI4ITE6047FBLK),1170FI4ITE6047FBLK,0,0,1,1.0,"('19~23세', '24~28세')",2000.0,1033,49000.0,0,5.0,4.8,92,300.0
2470,상의,민소매 티셔츠,플로럴 슬리브리스 탑_스카이블루,knit #002,0,0,1,1.0,"('24~28세', 0)",1200.0,792,56050.0,5,5.0,4.7,14,50.0
2471,상의,니트/스웨터,풀오버  니트_아이보리,23FW1_38,0,0,1,1.0,"('19~23세', 0)",2300.0,255,26400.0,70,8.0,4.8,6,50.0
2472,상의,맨투맨/스웨트셔츠,남성 하트 로고 맨투맨 - 블랙 / BFUSW005747001,BFUSW005747001FW23,0,0,0,0.0,"('29~33세', 0)",4800.0,473,427000.0,28,6.0,4.9,20,50.0
2473,상의,반소매 티셔츠,우먼즈 퍼피 로고 싱글 저지 반소매 티셔츠 크림네이비(FCD2TS520W),FCD2TS520W_CRNY,0,0,1,1.0,"('29~33세', 0)",2600.0,581,29200.0,35,6.0,4.9,13,50.0
2474,상의,반소매 티셔츠,[UNISEX]스몰 드로잉스마일 반팔티_화이트,G(W)-TS21-1-WE,0,0,2,0.0,"('19~23세', 0)",2800.0,21152,29960.0,30,6.0,4.8,1269,8800.0
2475,상의,후드 티셔츠,CHH-001 하이재킹 원 스투시,CHH-001,0,0,0,0.0,"('29~33세', 0)",4600.0,2918,62000.0,30,5.0,4.7,252,300.0
2476,상의,셔츠/블라우스,(UNISEX) 아트 체크 셔츠,gift054,1,0,0,0.0,"('24~28세', 0)",2300.0,4989,19900.0,54,7.0,4.6,1868,300.0
2477,상의,반소매 티셔츠,오리지널 90S 레귤러 티셔츠_레드,93222TTS1042,0,0,1,1.0,"('24~28세', 0)",1700.0,2516,27300.0,30,5.0,4.7,155,350.0
2478,상의,맨투맨/스웨트셔츠,[UNISEX]  컬리지 스케이트 스웨트셔츠 (T32D7TTO41TMT1ACG),T32D7TTO41TMT1ACG,0,0,1,1.0,"('19~23세', '24~28세')",2400.0,721,110600.0,30,5.0,4.8,10,50.0
2480,상의,니트/스웨터,[NF] 캣 소프트 카라 니트 티 (BLUE)_F22QB417,F22QB417BL,0,0,1,1.0,"('24~28세', 0)",1200.0,9131,42300.0,10,5.0,4.9,452,350.0
2481,상의,기타 상의,[SET] 스테디 스웨트 반집업 조거팬츠 셋업 2P 오트밀,13-26,0,0,2,1.0,"('40세~', 0)",4100.0,729,79900.0,42,5.0,4.9,49,150.0
2482,상의,민소매 티셔츠,트롤 시퀸 슬리브리스 탑,BCFWCBSL01,1,0,1,,"('24~28세', 0)",400.0,140,120700.0,15,5.0,,0,
2483,상의,니트/스웨터,Heavy wool stitch knit,1032112,0,0,1,,"('24~28세', 0)",4200.0,960,104550.0,15,6.0,4.7,10,
2484,상의,셔츠/블라우스,깅엄 체크 셔츠 (플란넬)_BLACK/CREAM,BR,0,0,0,0.0,"('29~33세', 0)",1800.0,204,136000.0,0,5.0,4.7,10,50.0
2485,상의,기타 상의,무브드 코듀로이 반집업 모카베이지,5004404914,0,0,0,0.0,"('29~33세', 0)",3500.0,374,49000.0,0,5.0,4.7,14,100.0
2486,상의,니트/스웨터,바릴로체 배색 골지 하프 니트_아이보리,23EHSSKN001IV,0,0,0,0.0,"('19~23세', 0)",200.0,285,79200.0,10,6.0,5.0,6,50.0
2487,상의,맨투맨/스웨트셔츠,공용 오버핏 자수 데일리 맨투맨 티셔츠-AFAU5104C03,AFAU5104C03,0,0,0,0.0,"(0, 0)",850.0,102,14900.0,75,5.0,4.6,9,50.0
2488,상의,맨투맨/스웨트셔츠,척 팀 트랙 스포티 스웨트셔츠 (라이트 그레이),C233RUSW02LG,1,0,2,0.0,"('24~28세', 0)",850.0,1131,44500.0,50,7.0,5.0,10,50.0
2489,상의,맨투맨/스웨트셔츠,[WOMAN]엘보우 드로잉스마일 크롭맨투맨_네이비,G(W)-CM(23)-3-NY,0,0,1,1.0,"('40세~', 0)",1900.0,747,46900.0,30,6.0,4.6,24,100.0
2490,상의,반소매 티셔츠,[EU] Champion 러버 스크립트 로고 반팔티셔츠 CKTS3ES01WT,CKTS3ES01WT,0,0,0,1.0,"('~18세', 0)",4400.0,14496,15000.0,62,6.0,4.7,592,3700.0
2491,상의,후드 티셔츠,NEVER COLD HOODIE BLUE,VH2DFUM402ABL,0,0,1,1.0,"('19~23세', 0)",600.0,302,89600.0,30,5.0,5.0,6,50.0
2492,상의,긴소매 티셔츠,여 화이트 슬림핏 인스티튜셔널 로고 긴팔 티셔츠 J221449 YAF,J221449 YAF,0,0,1,1.0,"('19~23세', 0)",1300.0,941,59000.0,0,5.0,4.7,36,50.0
2493,상의,민소매 티셔츠,유넥 텍스처 니트 슬리브리스 탑(아이보리),23BERDESL001,0,0,0,0.0,"('29~33세', 0)",350.0,207,42000.0,0,5.0,4.9,18,50.0
2494,상의,맨투맨/스웨트셔츠,스탠다드 로고 맨투맨 - 핑크,BCSSIFSW01PK,0,0,1,1.0,"('24~28세', 0)",1100.0,812,58100.0,30,5.0,4.9,31,50.0
2495,상의,후드 티셔츠,벨루어 후드 티셔츠 (T32E0TTO16TWT1BDS),T32E0TTO16TWT1BDS,0,0,1,,"('24~28세', 0)",400.0,68,158000.0,0,5.0,,0,
2496,상의,니트/스웨터,Flashed Cats Angora Knit -[BLUE NAVY],A233UKT01NA,0,0,1,1.0,"('24~28세', 0)",3600.0,1442,76300.0,30,5.0,5.0,22,100.0
2497,상의,니트/스웨터,V CASHMERE KNIT_IVORY,YP21WTKT03IV,0,0,1,,"('24~28세', 0)",600.0,558,70400.0,20,5.0,4.8,19,
2498,상의,긴소매 티셔츠,[패키지] 피그먼트 위시드 오버핏 롱 슬리브 티셔츠 MLT105,MLT105,0,0,0,0.0,"('24~28세', 0)",2100.0,1633,45800.0,42,5.0,4.8,195,800.0
2499,상의,반소매 티셔츠,BCAC 엠블렘 1/2 티 브라 - 네이비,at-bra22-010,0,0,1,1.0,"('24~28세', 0)",2900.0,1224,47200.0,20,5.0,4.9,29,50.0
2500,상의,긴소매 티셔츠,BIKER BEAR LONG SLV TEE charcoal,0LM23FLS107CRC,1,0,2,1.0,"('24~28세', 0)",1300.0,362,34300.0,30,5.0,4.9,37,100.0
2501,상의,맨투맨/스웨트셔츠,TWOTONE CAT EMBROIDERY SWEATSHIRT [CREAM],BB22WSW03,0,0,1,1.0,"('29~33세', 0)",6400.0,1511,35400.0,40,5.0,4.7,27,250.0
2502,상의,맨투맨/스웨트셔츠,스포티 로고 라인 크롭 맨투맨 티셔츠 슬리브,23S,1,0,1,1.0,"('19~23세', 0)",1700.0,7697,41000.0,9,6.0,4.8,244,950.0
2503,상의,니트/스웨터,SIKN2103 루즈핏 알파카 노르딕 스웨터_Red,SIKN2103_RD,0,0,1,1.0,"('29~33세', 0)",6400.0,1504,149150.0,5,5.0,4.5,11,50.0
2505,상의,긴소매 티셔츠,[2PACK]에센셜 롱 슬리브 티셔츠 COOSTS143,COOSTS143SET1,0,1,2,0.0,"('40세~', 0)",1700.0,878,16500.0,75,6.0,4.7,143,500.0
2506,상의,니트/스웨터,컴포터블 오버핏 크루넥 니트 (코발트 블루),nt329032-05,0,0,0,0.0,"('24~28세', 0)",6800.0,1319,31900.0,45,5.0,4.9,124,800.0
2507,상의,맨투맨/스웨트셔츠,950G 솔리드 맨투맨-프러시안 블루-[오버핏],9NS012C,1,0,0,0.0,"(0, 0)",2800.0,2086,48000.0,40,5.0,4.8,1205,350.0
2508,상의,피케/카라 티셔츠,RL 플리스 럭비 - 네이비,MNPOKNI16821232-410,0,0,0,0.0,"('29~33세', 0)",4400.0,1157,139300.0,30,5.0,4.9,172,300.0
2509,상의,맨투맨/스웨트셔츠,washington sweatshirt(napping) charcoal,23winter-44,1,0,0,0.0,"('29~33세', 0)",2500.0,363,59500.0,30,5.0,5.0,26,100.0
2510,상의,셔츠/블라우스,Aiden String Shirts (Green Check),O23SSMY01GN-A1,0,0,0,0.0,"('24~28세', 0)",1100.0,1833,75000.0,40,6.0,4.9,463,850.0
2511,상의,맨투맨/스웨트셔츠,커버 스티치 플리스 아노락 맨투맨-화이트,OYBBF3SW050WH,0,0,0,,"('~18세', 0)",650.0,210,39200.0,60,5.0,5.0,6,
2512,상의,셔츠/블라우스,올데이 컴피 60수 셔츠 얼건블루,76SSSH023UB,0,0,0,0.0,"('24~28세', 0)",3000.0,3496,56000.0,24,5.0,4.9,876,1400.0
2513,상의,반소매 티셔츠,빅 하트 로고 라운드 넥 15수 면 반팔 티셔츠_퍼플,APHSTS106,0,0,1,1.0,"('40세~', 0)",1300.0,948,17550.0,55,5.0,4.6,16,50.0
2514,상의,맨투맨/스웨트셔츠,유니브 맨투맨(에어포스),CB22RAUMAF,1,0,0,0.0,"('24~28세', 0)",8200.0,5487,48750.0,25,5.0,4.9,429,1600.0
2515,상의,맨투맨/스웨트셔츠,Flower Vase Sweatshirt [OATMEAL],R1ST07-A1,0,0,1,1.0,"('40세~', 0)",6100.0,1473,26550.0,55,5.0,4.9,13,100.0
2516,상의,니트/스웨터,OFF SHOULDER KNIT TOP [GREEN],LACK01,0,0,1,1.0,"('19~23세', 0)",1600.0,1023,118400.0,20,5.0,4.8,10,50.0
2517,상의,긴소매 티셔츠,Unbalanced Strap Balloon T Shirt - Black,5007082281,0,0,1,1.0,"('19~23세', 0)",1900.0,1148,36800.0,20,5.0,4.7,12,50.0
2518,상의,반소매 티셔츠,매직카펫 오버핏 반팔티,BLACK,0,0,2,1.0,"('24~28세', 0)",700.0,3004,26900.0,31,6.0,4.9,206,1300.0
2519,상의,반소매 티셔츠,939 LOGO T-SHIRTS (WHITE),AB21FATS001WH,0,0,0,1.0,"('19~23세', 0)",950.0,10380,39000.0,0,5.0,4.8,1732,2000.0
2520,상의,맨투맨/스웨트셔츠,남성 보크 플라워 크레스트 점퍼 맨투맨 - 블랙 / FD55PU3813LB99J,FD55PU3813LB99JSS23,0,0,0,,"('~18세', 0)",750.0,113,239000.0,58,6.0,5.0,1,
2521,상의,긴소매 티셔츠,유니폼 브이넥 롱슬리브 티셔츠 (블랙),C233RULT03BK,1,0,2,1.0,"('19~23세', 0)",3900.0,1893,41400.0,40,7.0,5.0,21,150.0
2522,상의,반소매 티셔츠,"3color 여 모노그램 로고 반팔 티셔츠 (화이트,블랙,베이지) J218885",J218885,0,0,1,1.0,"('19~23세', 0)",4400.0,60370,89000.0,0,5.0,4.8,2698,6500.0
2523,상의,반소매 티셔츠,러쉬모어 오버핏 반팔티 AST3767 (4 COLOR),AST3767,0,0,0,0.0,"('29~33세', 0)",2000.0,5903,27900.0,0,5.0,4.8,1090,5300.0
2524,상의,피케/카라 티셔츠,OVERSIZE VELOUR V-NECK L/S TEE(NAVY),OVERSIZE VELOUR V-NECK L/S TEE(NAVY),0,0,1,1.0,"('19~23세', 0)",6100.0,2766,66500.0,30,5.0,4.7,14,150.0
2525,상의,니트/스웨터,BB DOODLE KNIT SWEATER - BLACK,BHWMKN001BK,1,0,0,0.0,"('19~23세', '24~28세')",1100.0,944,79200.0,20,6.0,4.8,32,50.0
2526,상의,맨투맨/스웨트셔츠,스탠다드 크롭 맨투맨(MCG1-MT210),5003518398,0,0,1,1.0,"('40세~', 0)",850.0,403,13900.0,0,6.0,4.8,15,50.0
2527,상의,맨투맨/스웨트셔츠,월드클래스 피그먼트 맨투맨 티셔츠 블루그린 FMT751,FMT751BG,0,0,0,0.0,"('24~28세', '29~33세')",4300.0,1708,49800.0,37,5.0,4.9,109,650.0
2528,상의,맨투맨/스웨트셔츠,y2k mtm (beige),23sp47,0,0,1,1.0,"('24~28세', 0)",1900.0,679,19500.0,70,5.0,4.8,5,50.0
2529,상의,셔츠/블라우스,"SHIRRING COLLAR SHIRT, BLACK",23031020,0,0,1,,"('19~23세', 0)",850.0,294,68000.0,0,5.0,4.8,4,
2530,상의,피케/카라 티셔츠,기모 하프넥 집업 티셔츠 - 네이비,BRAFTS403,0,0,0,,"(0, 0)",600.0,25,10900.0,72,5.0,5.0,1,
2531,상의,반소매 티셔츠,루바토 브이넥 반팔 티셔츠 네이비,G77700014NY,0,0,0,1.0,"('19~23세', 0)",2700.0,19242,31900.0,20,5.0,4.9,1098,5200.0
2532,상의,후드 티셔츠,[SET]데님 워싱 트레이닝 셋업 인디고,SET01UB3,1,0,0,1.0,"('24~28세', 0)",1400.0,317,89900.0,43,5.0,4.4,8,50.0
