,major_category,middle_category,name,number,limit,exclusive,target_gender,buy_gender,buy_age,view,like,price,discount_rate,delivery_date,rating,review,buy,score,buy_age1,buy_age2
0,상의,셔츠/블라우스,오버사이즈 16골 에센셜 코듀로이 셔츠 블랙,22FWGS28BK,1,0,2,0.0,"('29~33세', 0)",1200.0,493,39800.0,20,19.0,4.6,36,50.0,0.9761904761904762,4,0
1,상의,니트/스웨터,TD5-SW01 램스울 라운드 니트-만다린오렌지,TD5-SW01_MAO,1,0,0,0.0,"('29~33세', 0)",4900.0,650,53550.0,10,5.0,4.9,61,200.0,0.9545454545454546,4,0
2,상의,후드 티셔츠,[SET UP] PPP 플라워 후드 셋업_멜란지 그레이,KBCS1TH003MGKBCS1PL003MGKBCS1PS003MG,1,0,2,1.0,"('19~23세', 0)",3600.0,2536,49900.0,49,5.0,4.8,41,150.0,1.0,2,0
3,상의,후드 티셔츠,TIE DYE 후드티 Olive Green,CTTZPHD01UG4,0,0,0,0.0,"('40세~', 0)",1000.0,569,19800.0,80,5.0,4.8,62,150.0,0.9714285714285714,6,0
4,상의,긴소매 티셔츠,essential turtleneck logo top - pink,BT23WTS002PIKF,1,0,1,1.0,"('24~28세', 0)",11000.0,2561,43000.0,0,28.0,4.8,34,100.0,0.9642857142857144,3,0
5,상의,니트/스웨터,린넨 코튼 니트 후디 DUSTY GREEN,IM2C2KT03GE,1,0,0,0.0,"('24~28세', 0)",2800.0,442,108000.0,30,5.0,4.9,12,50.0,1.0,3,0
6,상의,긴소매 티셔츠,Emb Logo Waffle LS Tee Off White,20230822-10,1,0,0,0.0,"('29~33세', 0)",2400.0,206,38000.0,41,5.0,5.0,14,50.0,1.0,4,0
7,상의,니트/스웨터,그레이 세미오버핏 풀 집업 니트 (TNSW3F205G2),TNSW3F205G2,0,0,0,0.0,"('29~33세', 0)",3700.0,553,119200.0,20,5.0,4.8,33,100.0,0.9782608695652174,4,0
8,상의,니트/스웨터,COTTON 100% 피셔맨 버튼 카라 니트,23FM,1,0,0,0.0,"('24~28세', 0)",1400.0,566,45900.0,42,6.0,4.9,77,150.0,0.9697508896797152,3,0
9,상의,후드 티셔츠,CGP 아치 로고 후디_인디핑크,CBDAUTH100IP,1,0,2,1.0,"('19~23세', 0)",3300.0,4318,59900.0,13,6.0,4.6,36,250.0,0.9807692307692308,2,0
10,상의,피케/카라 티셔츠,릴렉스드 더블코튼 카라 긴팔티 (블랙),BR574,0,1,0,0.0,"('24~28세', 0)",1900.0,780,27900.0,22,5.0,4.9,95,400.0,0.9861111111111112,3,0
11,상의,셔츠/블라우스,오픈카라 스트링 체크셔츠_브라운,5000109237,0,0,0,0.0,"('19~23세', 0)",950.0,506,37425.0,25,5.0,4.7,16,50.0,0.9642857142857144,2,0
12,상의,기타 상의,빈티지 파이핑 윈드브레이커_네이비,93231WWT1001F,1,0,2,1.0,"('24~28세', 0)",3000.0,2162,63750.0,25,5.0,4.8,32,250.0,0.9782608695652174,3,0
13,상의,니트/스웨터,V-Strap Knit Pullover SK3SP139-03,SK3SP1390_03,0,0,1,1.0,"('24~28세', 0)",500.0,1124,139000.0,0,5.0,4.8,19,50.0,1.0,3,0
14,상의,피케/카라 티셔츠,(올시즌) 핀턱 카라 하프 PK 셔츠_5COLOR,ABCUTS48,0,1,2,0.0,"('24~28세', 0)",1700.0,5131,36900.0,10,12.0,4.8,807,3800.0,0.9743589743589745,3,0
15,상의,니트/스웨터,소프트 루즈 브이넥 니트 - 네이비,adaul0001,0,0,1,1.0,"('24~28세', 0)",2200.0,1992,72900.0,10,7.0,4.9,23,100.0,0.9615384615384616,3,0
16,상의,피케/카라 티셔츠,OVERSIZE VELOUR V-NECK L/S TEE(NAVY),OVERSIZE VELOUR V-NECK L/S TEE(NAVY),0,0,1,1.0,"('19~23세', 0)",6100.0,2787,95000.0,0,5.0,4.7,14,150.0,1.0,2,0
17,상의,긴소매 티셔츠,SIDE SHIRRING LONG SLEEVE PURPLE,PRTHFWRL01WV1,1,0,1,1.0,"('19~23세', 0)",1100.0,1457,39200.0,20,5.0,4.7,31,50.0,0.9,2,0
18,상의,니트/스웨터,플로우 배색 집업 니트 다크네이비 IESW3F103N3,IESW3F103N3,1,0,0,0.0,"('24~28세', 0)",2200.0,421,74000.0,38,5.0,5.0,11,50.0,1.0,3,0
19,상의,맨투맨/스웨트셔츠,BW FLOWER 맨투맨(STMSTD-0034),5009477948,0,0,0,0.0,"('19~23세', 0)",6800.0,4448,32000.0,49,5.0,4.9,129,1200.0,0.975609756097561,2,0
20,상의,니트/스웨터,off shoulder knit (ivory),23wi45,0,0,1,1.0,"('19~23세', 0)",15000.0,4861,65600.0,20,5.0,4.7,54,300.0,0.9838709677419356,2,0
21,상의,스포츠/용품,여성요가복 베이직 골지 슬림 티셔츠 3TT2321,3TT2321,0,0,1,1.0,"('29~33세', 0)",2900.0,1226,29000.0,22,5.0,4.8,87,350.0,1.0,4,0
22,상의,후드 티셔츠,로고&스마일리 후디_카키(IK2DSMM400A),IK2DSMM400AKH,0,0,0,1.0,"('19~23세', 0)",3400.0,887,27600.0,65,6.0,4.9,32,200.0,1.0,2,0
23,상의,맨투맨/스웨트셔츠,여성) 플리스 그래픽 하프 집업_MSD4TR2007,MSD4TR2007,0,0,1,1.0,"('40세~', 0)",1700.0,188,15900.0,60,6.0,4.9,14,50.0,0.9642857142857144,6,0
24,상의,니트/스웨터,코튼 래글런 니트_레몬_KN139,KN139,0,0,2,1.0,"('19~23세', 0)",1800.0,346,59000.0,9,5.0,4.7,7,50.0,1.0,2,0
25,상의,후드 티셔츠,양면 피치 기모 백 플라워 프린팅 후드,UD06,0,0,0,0.0,"('19~23세', 0)",3300.0,505,34900.0,0,6.0,5.0,17,50.0,0.9583333333333334,2,0
26,상의,셔츠/블라우스,링클 프리 클래식 스트라이프 셔츠 [WHITE] / WBC3L03504,WBC3L03504WH,0,0,1,1.0,"('24~28세', 0)",3800.0,2410,36000.0,14,6.0,4.8,147,550.0,0.9264705882352942,3,0
27,상의,셔츠/블라우스,Flannel Check shirt Blue,TN233WSHTL05BLU,0,0,2,0.0,"('19~23세', '24~28세')",1100.0,410,83300.0,30,6.0,4.8,12,50.0,1.0,2,0
28,상의,니트/스웨터,소프트 부클 더블 터틀넥/아이보리,NV22F004GR,0,0,0,0.0,"('40세~', 0)",700.0,135,11900.0,60,5.0,4.6,16,50.0,1.0,6,0
29,상의,맨투맨/스웨트셔츠,3S 스웨트셔츠 - 블랙 / IK6484,IK6484,0,0,1,1.0,"('19~23세', 0)",13000.0,6932,62900.0,26,4.0,4.9,46,300.0,0.9807692307692308,2,0
30,상의,니트/스웨터,[SET] THUNDER 브러쉬드 니트 2PACK,EWORGIHJWE,0,0,2,1.0,"('24~28세', 0)",25000.0,4544,89000.0,40,17.0,4.9,239,1300.0,0.988095238095238,3,0
31,상의,셔츠/블라우스,Blend Check Shirt S96 Purple,096PP,0,0,2,0.0,"('24~28세', 0)",1900.0,643,29900.0,62,5.0,4.6,41,150.0,0.9583333333333334,3,0
32,상의,긴소매 티셔츠,브이넥 긴팔 티셔츠 블랙,ACT23012,0,0,1,1.0,"('19~23세', 0)",1300.0,1458,15900.0,50,5.0,4.7,43,200.0,0.9807692307692308,2,0
33,상의,후드 티셔츠,어텐션 캣 후드티,BLACK,0,0,2,1.0,"('~18세', 0)",5900.0,5299,38900.0,26,6.0,4.8,142,850.0,0.98015873015873,1,0
34,상의,셔츠/블라우스,프레첼 코듀로이 셔츠 딥베이지 JJLS7525,2177371,0,0,0,0.0,"('34~39세', 0)",4200.0,1403,47900.0,23,5.0,4.8,168,350.0,0.9761904761904762,5,0
35,상의,후드 티셔츠,핸즈 후드 4종 네이비 ISHD6204,5002084711,0,0,0,0.0,"('19~23세', 0)",13000.0,4857,43900.0,23,7.0,4.9,162,1500.0,1.0,2,0
36,상의,긴소매 티셔츠,레이스업 스티치 티셔츠 [BLACK],W8F14RHLS104BK,0,0,1,1.0,"('19~23세', 0)",1600.0,1057,55000.0,0,6.0,4.8,9,50.0,0.9375,2,0
37,상의,맨투맨/스웨트셔츠,빅 체리 홀로그램 크롭 스웻셔츠 [멜란지 그레이],KKRSCTM506MGYM,0,0,1,1.0,"('24~28세', '40세~')",2500.0,1669,37500.0,50,6.0,4.5,24,100.0,0.9565217391304348,3,0
38,상의,맨투맨/스웨트셔츠,우먼즈 벌룬 슬리브 스웨트셔츠 [블랙],MWATK508-BK,0,1,1,1.0,"('40세~', 0)",2500.0,1425,19690.0,40,4.0,4.8,282,400.0,0.975,6,0
39,상의,반소매 티셔츠,Line Diagonal T-shirt AV - 4COL,23SS09,1,0,1,1.0,"('24~28세', 0)",1500.0,4306,27000.0,25,5.0,4.8,173,750.0,0.9715447154471544,3,0
40,상의,반소매 티셔츠,스몰 자수 클로버 티셔츠 화이트,CO2302ST34WH,0,0,2,1.0,"('29~33세', 0)",1300.0,423,27300.0,30,6.0,4.9,27,200.0,1.0,4,0
41,상의,후드 티셔츠,우먼스 엔젤 와펜 크롭 후드 라이트 멜란지 그레이,MG2303HD51LG,0,0,1,1.0,"('40세~', 0)",2400.0,340,55300.0,30,5.0,5.0,25,50.0,1.0,6,0
42,상의,긴소매 티셔츠,MAHAGRID STAMP LS TEE WHITE(MG2CFMT551F),MG2CFMT551FWH,0,0,2,1.0,"('40세~', 0)",1000.0,337,23400.0,40,6.0,4.8,13,50.0,1.0,6,0
43,상의,니트/스웨터,벌키 브러쉬 크루넥 니트 올리브 그린,BM23FW02004KN,0,0,0,0.0,"('19~23세', 0)",8400.0,2045,59200.0,20,14.0,4.9,33,300.0,0.9807692307692308,2,0
44,상의,긴소매 티셔츠,베리클로즈 래글런 오버핏 롱 슬리브 - SAND BEIGE/BLACK,OO3FURT105BK,0,0,2,1.0,"('19~23세', 0)",3100.0,4880,41800.0,20,7.0,4.9,144,700.0,0.9767441860465116,2,0
45,상의,후드 티셔츠,GALAXY TAG HOODIE - BLACK,BIFMHD002BK,0,0,2,1.0,"('~18세', 0)",5900.0,4069,62300.0,30,6.0,4.9,119,800.0,0.9534883720930232,1,0
46,상의,니트/스웨터,로빈 케이블 니트_브라운,케이블니트_브라운,0,0,1,1.0,"('24~28세', 0)",3700.0,1648,98800.0,5,24.0,4.9,50,200.0,0.9666666666666668,3,0
47,상의,후드 티셔츠,플로우 에이브 기모후드 카키 YKHD1443,5003738983,0,0,0,0.0,"('~18세', 0)",2200.0,1790,39800.0,29,5.0,4.9,31,200.0,1.0,1,0
48,상의,셔츠/블라우스,내츄럴 오버핏 셔츠-코발트 블루,Natural Overfit Shirt-Cobalt Blue,1,0,1,1.0,"('29~33세', 0)",1900.0,7039,45900.0,15,6.0,4.8,333,1100.0,1.0,4,0
49,상의,셔츠/블라우스,오버사이즈 웨스턴 셔츠 블루,Oversize Western Shirt Blue,1,0,0,0.0,"('24~28세', 0)",1100.0,562,43000.0,50,5.0,4.7,27,50.0,0.9807692307692308,3,0
50,상의,맨투맨/스웨트셔츠,[UNISEX]멀티 클로버 스마일 드로잉 맨투맨_블랙,G(M)-PMG(23)-38-BK,0,0,2,1.0,"('40세~', 0)",2200.0,196,33500.0,50,6.0,5.0,4,50.0,1.0,6,0
51,상의,니트/스웨터,소프트 울 부클레 크루넥 니트 - 5COLOR,5007430705,0,0,0,0.0,"('24~28세', '29~33세')",3600.0,809,60000.0,20,5.0,4.9,40,150.0,1.0,3,0
52,상의,니트/스웨터,디스트로이드 케이블 믹스 니트_차콜,23RCFWTKNU004CH,0,0,0,0.0,"('24~28세', 0)",5500.0,1023,57400.0,30,5.0,5.0,32,250.0,1.0,3,0
53,상의,니트/스웨터,Two-way Semi Crop Zip-up Knit [Brown],RS22F219,0,0,1,1.0,"('19~23세', 0)",1600.0,1698,48300.0,30,6.0,4.5,38,50.0,0.98,2,0
54,상의,맨투맨/스웨트셔츠,스몰 트위치 하프집업 카라 맨투맨 오트밀,LE2303CR09OT,0,0,0,1.0,"('24~28세', 0)",4600.0,1014,63200.0,20,5.0,4.7,36,150.0,1.0,3,0
55,상의,맨투맨/스웨트셔츠,하프 집업 절개 오버핏 맨투맨 블랙 GMT-1100,GMT-1100black,0,0,2,0.0,"('24~28세', 0)",2500.0,530,30000.0,40,5.0,4.5,18,50.0,0.9705882352941176,3,0
56,상의,후드 티셔츠,아디컬러 클래식 3S 후디 IM2088,IM2088,0,0,0,1.0,"('40세~', 0)",4200.0,751,99000.0,0,5.0,5.0,6,50.0,1.0,6,0
57,상의,후드 티셔츠,우먼즈 크롭 후디드 스웨트셔츠 [블랙],MWBTK701-BK,0,1,1,1.0,"('24~28세', 0)",5400.0,2423,23890.0,40,4.0,4.8,125,450.0,0.9736842105263158,3,0
58,상의,니트/스웨터,RCC Knit Half Zipup [STRIPE],R2HB01-A1,0,0,1,1.0,"('24~28세', 0)",17000.0,20608,76300.0,30,13.0,4.8,553,1700.0,0.9878048780487804,3,0
59,상의,긴소매 티셔츠,브이넥 골지 니트 긴소매 티셔츠 블랙,ASBTSL025_2,0,0,1,1.0,"('24~28세', 0)",1200.0,1549,15600.0,60,5.0,4.8,72,250.0,0.9821428571428572,3,0
60,상의,니트/스웨터,E/T-Logo Knit Polo Black,TN221KKNPK04BK,0,0,2,0.0,"('24~28세', 0)",2200.0,1466,39600.0,60,6.0,4.8,96,100.0,0.9736842105263158,3,0
61,상의,기타 상의,브루클린 이글스 피그먼트 하프집업 라이트그레이,EB2203CR42LG,0,0,2,0.0,"('40세~', 0)",2000.0,241,19700.0,75,5.0,4.8,11,50.0,1.0,6,0
62,상의,니트/스웨터,케이블 니트 울 캐시미어 스웨터 - 블루,MNPOSWE16821715-400,0,0,0,0.0,"('24~28세', 0)",6400.0,681,299000.0,0,5.0,4.9,25,100.0,1.0,3,0
63,상의,니트/스웨터,FLORY KNIT HALF ZIP-UP BEIGE,MG2203KT10BE,0,0,2,1.0,"('24~28세', 0)",1900.0,614,49500.0,50,5.0,4.9,48,100.0,1.0,3,0
64,상의,셔츠/블라우스,오버핏 바이오 코튼 셔츠-화이트,Overfit Bio Cotton Shirt,1,0,2,0.0,"('29~33세', 0)",1700.0,369,44800.0,30,6.0,4.8,11,50.0,1.0,4,0
65,상의,니트/스웨터,NORDIC NIGHT SWEATER [CREAM],52BHFWCKN05CR,0,0,1,1.0,"('19~23세', 0)",3200.0,1023,59500.0,50,5.0,4.7,20,50.0,1.0,2,0
66,상의,후드 티셔츠,C 로고 후디 오트밀,CO2303HD01OT,0,0,2,1.0,"('40세~', 0)",2500.0,711,63200.0,20,6.0,4.8,10,150.0,1.0,6,0
67,상의,니트/스웨터,VSW Hairy Wave Stripe Knit Navy,VS2303KT01NA,1,0,2,0.0,"('19~23세', 0)",24000.0,5900,76300.0,30,6.0,4.9,221,1000.0,0.9285714285714286,2,0
68,상의,맨투맨/스웨트셔츠,올카 오버핏 스웨트셔츠 9종 차콜 KJMT2463,5002030521,0,0,0,0.0,"('24~28세', 0)",5300.0,1541,27900.0,20,14.0,4.8,106,850.0,0.9875,3,0
69,상의,반소매 티셔츠,크롭 벨벳 티 - 브라운 / HL9110,HL9110,0,0,1,1.0,"('40세~', 0)",2000.0,1141,29900.0,39,4.0,4.9,172,350.0,1.0,6,0
70,상의,니트/스웨터,PHYPS® BRUSHED JACQUARD KNIT CREWNECK IVORY,PD08KT0122IV,1,0,2,1.0,"('19~23세', 0)",10000.0,7049,69000.0,22,5.0,4.8,55,300.0,0.9864864864864864,2,0
71,상의,맨투맨/스웨트셔츠,로고&스마일리 스웻셔츠_화이트(IK2DSMM440A),IK2DSMM440AWH,0,0,0,0.0,"('19~23세', 0)",3200.0,711,24100.0,65,6.0,4.9,28,300.0,1.0,2,0
72,상의,니트/스웨터,쉐기독 남여공용 라운드 니트 (블루),E-BANFF (BLUE),0,0,2,0.0,"('24~28세', 0)",2500.0,933,129000.0,0,6.0,4.8,47,50.0,1.0,3,0
73,상의,맨투맨/스웨트셔츠,어썸 유니폼 그래픽 스웻셔츠 멜란지그레이,ASCTSL002_2,0,0,1,1.0,"('40세~', 0)",2600.0,347,47200.0,20,5.0,4.5,21,50.0,1.0,6,0
74,상의,셔츠/블라우스,스트라이프 그래픽 오버핏 후드 셔츠 (MIDDLE BLUE),TRFSH08MB,1,0,2,1.0,"('19~23세', '29~33세')",1100.0,356,39000.0,40,6.0,5.0,4,50.0,1.0,2,0
75,상의,민소매 티셔츠,레이어드 슬리브리스 탑_일반 기장 [화이트],MMATE706-WH,0,1,0,0.0,"('24~28세', '29~33세')",2200.0,8551,14900.0,0,4.0,4.9,6978,10000.0,0.9523809523809524,3,0
76,상의,후드 티셔츠,플라워베리 후드 네이비 JYHD3475,5003537864,0,0,0,1.0,"('19~23세', 0)",2700.0,1575,43900.0,23,5.0,4.9,68,500.0,1.0,2,0
77,상의,후드 티셔츠,로그 오버핏 기모 후드 마운틴그린 YHHD2302,5000064345,0,0,0,0.0,"('24~28세', 0)",8600.0,5321,37900.0,24,5.0,4.9,660,2000.0,0.9761904761904762,3,0
78,상의,긴소매 티셔츠,언발란스 레이어드 드레이프 탑_멜란지,PW-23183MG,1,0,1,1.0,"('19~23세', 0)",15000.0,9410,32200.0,30,6.0,4.7,327,1100.0,0.9767441860465116,2,0
79,상의,후드 티셔츠,UNISEX LAUREL OVERSIZED HOODIE PIGMENT DEEP PINK,23FW05-12,1,0,2,1.0,"('19~23세', 0)",2100.0,832,55300.0,30,5.0,4.7,7,100.0,1.0,2,0
80,상의,민소매 티셔츠,Halterneck Wooden Beads Top (MINT),23SS3RDTOP06,0,0,1,1.0,"('24~28세', 0)",850.0,942,43000.0,0,5.0,4.7,21,50.0,1.0,3,0
81,상의,긴소매 티셔츠,[1+1][23FW] 울텐셀 라운드넥 티셔츠_5COLOR,CTF3TS02_5,0,0,1,1.0,"('19~23세', 0)",1700.0,1619,69000.0,30,6.0,4.8,72,150.0,1.0,2,0
82,상의,맨투맨/스웨트셔츠,오버트 맨투맨 5종 블루 ISMT6224,5003807088,0,0,0,0.0,"('19~23세', 0)",4000.0,1038,34900.0,27,5.0,4.8,33,250.0,1.0,2,0
83,상의,후드 티셔츠,피그먼트 오버핏 후디 차콜,ACT22905,0,0,1,1.0,"('24~28세', 0)",1300.0,2258,52800.0,31,5.0,4.7,73,100.0,0.9411764705882352,3,0
84,상의,니트/스웨터,보카시울자카드 브이니트2(PBBF-NSWW106),PBBF-NSWW106,0,0,1,1.0,"('29~33세', 0)",17000.0,3224,44800.0,20,5.0,4.8,10,200.0,1.0,4,0
85,상의,니트/스웨터,램스울 크루넥 오버 니트 (다크어스),T20NT001-DKE,0,0,2,0.0,"('24~28세', 0)",7600.0,4455,37800.0,30,5.0,4.8,573,1400.0,0.9883720930232558,3,0
86,상의,니트/스웨터,L6 RIBBON MIX KNIT(GRAY),L23AUKN04GY,0,0,1,1.0,"('19~23세', 0)",4800.0,4654,66130.0,15,5.0,4.6,25,100.0,1.0,2,0
87,상의,맨투맨/스웨트셔츠,LAYERED LOGO SWEATSHIRT (MINT GRAY),SS-LAYERED LOGO-MT,1,0,0,0.0,"('24~28세', 0)",550.0,140,11600.0,80,5.0,4.9,19,50.0,0.9666666666666668,3,0
88,상의,니트/스웨터,[Woman]컬러링 울 하이넥 집업 니트_SKY Blue,m1037_821981,0,0,1,1.0,"('24~28세', 0)",13000.0,2478,64900.0,35,6.0,5.0,1,50.0,1.0,3,0
89,상의,긴소매 티셔츠,레이싱 레포렘 롱슬리브 화이트,C23SA04,1,0,1,1.0,"('19~23세', 0)",1800.0,5231,34450.0,35,5.0,4.8,226,850.0,0.988095238095238,2,0
90,상의,후드 티셔츠,스타 라이트 트랩 후디,5006639581,0,0,1,1.0,"('40세~', 0)",8200.0,1540,35900.0,64,6.0,4.3,10,100.0,1.0,6,0
91,상의,맨투맨/스웨트셔츠,뉴웨이브 캣 포스터 맨투맨 카키 JDMT1438,5003738981,0,0,0,0.0,"('~18세', 0)",5800.0,1505,29800.0,41,5.0,4.9,15,200.0,1.0,1,0
92,상의,맨투맨/스웨트셔츠,W CIRCLE LOGO CROP SWEATSHIRT oatmeal,1MG23CSW104OTM,0,0,1,1.0,"('24~28세', 0)",800.0,481,48950.0,45,7.0,5.0,21,50.0,0.9166666666666666,3,0
93,상의,맨투맨/스웨트셔츠,코드그라피 자수 로고 맨투맨_멜란지그레이,CBCFUTL088MG,1,0,2,1.0,"('19~23세', 0)",2800.0,947,49900.0,15,6.0,4.8,37,150.0,1.0,2,0
94,상의,기타 상의,[SET] (우먼) CDGP 빅카라 하프집업 맨투맨 트레이닝 셋업_멜란지그레이,CBCFWTL106MGCBCFWTP106MG,0,0,1,1.0,"('40세~', 0)",6000.0,4143,59900.0,44,6.0,4.7,169,250.0,0.9615384615384616,6,0
95,상의,긴소매 티셔츠,393901 여 크루넥 긴팔 자수 프린트 티셔츠_6color,393901,0,0,1,1.0,"('24~28세', 0)",4100.0,1527,15000.0,40,5.0,4.7,165,550.0,1.0,3,0
96,상의,후드 티셔츠,WASHING LOGO HOODIE LIGHT MINT,CTTZPHD09UG5,0,0,0,1.0,"('40세~', 0)",1000.0,929,19800.0,80,5.0,4.6,61,100.0,0.9722222222222222,6,0
97,상의,니트/스웨터,PUNCHING NET HOODED KNIT VIOLET GREY,23SSPCNHDKNVG,1,0,0,0.0,"('24~28세', 0)",2600.0,377,71400.0,40,5.0,4.9,10,50.0,1.0,3,0
98,상의,맨투맨/스웨트셔츠,소프트 LTMT 맨투맨or후드티+조거팬츠 (그레이) SET00048,5003416747,0,0,2,1.0,"('40세~', 0)",2000.0,313,39900.0,68,6.0,3.8,4,50.0,0.8333333333333334,6,0
99,상의,니트/스웨터,스트라이프 블록 울 니트 크루넥 아이보리,DPN-2314 IV,1,0,0,1.0,"('24~28세', 0)",1900.0,2182,50200.0,40,5.0,4.7,35,150.0,0.92,3,0
100,상의,후드 티셔츠,빅 트위치 로고 후드 티셔츠 그레이,LE2303HD01GR,1,0,2,1.0,"('40세~', 0)",10000.0,1950,63200.0,20,5.0,4.9,32,500.0,1.0,6,0
101,상의,긴소매 티셔츠,Square neck Line crop long sleeve  - 6COL,22SS02,0,0,1,1.0,"('19~23세', 0)",6700.0,13611,24000.0,25,11.0,4.8,848,1500.0,0.9411764705882352,2,0
102,상의,긴소매 티셔츠,배드 걸스 루즈핏 탑 - 샌드,w-tee22-060,0,0,1,1.0,"('19~23세', 0)",12000.0,17179,62100.0,10,5.0,4.8,414,1500.0,0.9777777777777776,2,0
103,상의,니트/스웨터,CASHMERE CREW NECK ALUMNI CLASSIQUE_GREY BLACK,5004507915,0,0,1,1.0,"('40세~', 0)",3000.0,4179,131100.0,5,5.0,4.8,74,500.0,0.9583333333333334,6,0
104,상의,니트/스웨터,MV LOVE KNIT(BABY PINK),5000741303,0,1,1,1.0,"('19~23세', 0)",11000.0,18413,58500.0,10,5.0,4.9,649,1300.0,0.988095238095238,2,0
105,상의,후드 티셔츠,히든스타 피그먼트 후드_민트_LT524,LT524,0,0,2,1.0,"('~18세', '19~23세')",8800.0,1074,19800.0,74,5.0,5.0,6,150.0,0.9166666666666666,1,2
106,상의,니트/스웨터,SCOUTS BOY 니트 L/Beige,CTTZIKT02UE3,0,0,0,0.0,"('19~23세', 0)",8200.0,8498,44400.0,40,5.0,4.8,896,1400.0,0.9666666666666668,2,0
107,상의,피케/카라 티셔츠,ANGEL PK COLLAR LONG SLEEVE BLACK,MG2200LT17BK,0,0,0,0.0,"('24~28세', 0)",3900.0,507,34500.0,50,5.0,4.8,19,150.0,1.0,3,0
108,상의,니트/스웨터,래글런 롱 슬리브 니트_GREEN,BR,0,0,0,0.0,"('24~28세', '29~33세')",1400.0,379,113000.0,0,5.0,4.8,31,50.0,0.9757281553398058,3,0
109,상의,니트/스웨터,[PACKAGE] 스탠다드 라운드 리브드 니트 7color,SP036_NP,0,0,2,0.0,"('19~23세', 0)",6400.0,739,39800.0,75,6.0,4.7,23,200.0,0.9705882352941176,2,0
110,상의,니트/스웨터,BIG COLLAR CABLE CROP KNIT RED,[RR23CKT2415RD],0,0,1,1.0,"('24~28세', 0)",7200.0,4409,70400.0,20,5.0,4.8,34,150.0,0.9444444444444444,3,0
111,상의,후드 티셔츠,스피드 피그먼트 후드 카키 KMHD6727,5003763746,1,0,0,0.0,"('19~23세', 0)",1000.0,538,48900.0,34,5.0,5.0,8,50.0,1.0,2,0
112,상의,민소매 티셔츠,vivid-moon terry croptop - 6COL,23SS06,1,0,1,1.0,"('24~28세', 0)",1400.0,3182,18000.0,25,5.0,4.9,42,200.0,0.95,3,0
113,상의,후드 티셔츠,메테오샤워 후드 오트밀 MJHD7698,5004339106,0,0,0,1.0,"('19~23세', 0)",2300.0,442,43900.0,26,5.0,4.8,0,50.0,0.970817609426276,2,0
114,상의,니트/스웨터,WAVE BOUCLE KNIT HOODY _ OLIVE,FZW2023FWKN020,0,0,2,0.0,"('24~28세', 0)",2200.0,388,89600.0,30,5.0,5.0,1,50.0,1.0,3,0
115,상의,니트/스웨터,[COMMON]하프집업니트 - 6color MXKT7126,MXKT7126,0,0,0,0.0,"('29~33세', 0)",5400.0,3010,69900.0,22,5.0,4.8,448,600.0,0.9777777777777776,4,0
116,상의,니트/스웨터,에어울 카라 니트 - 5 COLOR,SBCAWLKN080,0,0,2,0.0,"('24~28세', 0)",4400.0,2477,49900.0,28,5.0,4.8,349,950.0,1.0,3,0
117,상의,후드 티셔츠,시그니처 로고 스웨츠 후디 백메란지 와인,STHD-9884,1,0,1,1.0,"('40세~', 0)",6900.0,1386,29800.0,46,5.0,4.6,22,200.0,1.0,6,0
118,상의,니트/스웨터,마일드 보카시 크루넥 스웨터 오버핏 니트 블루,21FLGK40BL,1,0,2,0.0,"('19~23세', 0)",68000.0,13432,43000.0,20,19.0,4.8,1107,3200.0,0.9534883720930232,2,0
119,상의,후드 티셔츠,오버핏 심볼 로고 스냅 후디-네이비,Overfit Symbol Logo Snap Hoodie-Ny,1,0,2,1.0,"('19~23세', 0)",3400.0,769,49900.0,22,6.0,4.9,15,100.0,0.9642857142857144,2,0
120,상의,맨투맨/스웨트셔츠,PHYPS® CRAYON EMOJI CREWNECK GRAY,PC6CR0061GR,1,0,2,1.0,"('40세~', 0)",1400.0,1335,19900.0,72,5.0,4.9,44,150.0,1.0,6,0
121,상의,니트/스웨터,HOFE 니트 후드 후드집업 티 진베이지,5008039269,0,0,1,1.0,"('24~28세', 0)",11000.0,1725,37900.0,27,7.0,4.7,3,100.0,1.0,3,0
122,상의,니트/스웨터,암홀 포인트 풀오버 니트 - 블랙,RT-9813,0,0,1,1.0,"('24~28세', 0)",9700.0,16075,40410.0,10,5.0,4.8,356,1300.0,0.9545454545454546,3,0
123,상의,맨투맨/스웨트셔츠,023936 브러시드 자수 프린트 맨투맨_6color,023936,0,0,0,0.0,"('40세~', 0)",3500.0,171,25000.0,37,5.0,5.0,12,50.0,1.0,6,0
124,상의,맨투맨/스웨트셔츠,풀네임 베이스볼 플레이어 맨투맨 핑크,EB2301CR19PI,1,0,2,1.0,"('34~39세', 0)",2800.0,189,17400.0,76,5.0,4.4,16,50.0,0.9285714285714286,5,0
125,상의,맨투맨/스웨트셔츠,오버핏 어타이어 포켓 스웨트 셔츠-크림,Overfit Attire Pocket Sweat Shirt,1,0,2,1.0,"('40세~', 0)",2500.0,342,24300.0,55,6.0,4.3,3,50.0,0.9615384615384616,6,0
126,상의,니트/스웨터,하프 집업 카라 터틀넥 니트(salmon pink),ulc-wk01,0,0,0,1.0,"('24~28세', 0)",1200.0,219,25600.0,56,5.0,4.8,17,50.0,1.0,3,0
