,major_category,middle_category,name,number,limit,exclusive,target_gender,buy_gender,buy_age,view,like,price,discount_rate,delivery_date,rating,review,buy,score,buy_age1,buy_age2
1349,상의,스포츠/용품,무지 머슬핏 반팔 13컬러,1-1,0,0,0,0.0,"('19~23세', 0)",22000.0,16857,19800.0,10,4.0,4.9,11476,64000.0,0.926829268292683,2,0
1350,상의,후드 티셔츠,RANSOM NOTE HOODIE GREY(MG2DSMM401A),MG2DSMM401AGR,0,0,2,1.0,"('19~23세', '29~33세')",3200.0,2846,55300.0,30,5.0,4.8,107,1000.0,0.9583333333333334,2,0
1351,상의,반소매 티셔츠,면 30수 3팩 레이어드 롱기장 반팔티셔츠_PL23Z0TS001,PL23Z0TS001,0,0,0,0.0,"('40세~', 0)",3500.0,605,17900.0,40,4.0,4.5,96,850.0,0.9714285714285714,6,0
1352,상의,맨투맨/스웨트셔츠,"(기모) GROOVERHYME 89 LINE2 SWEATSHIRT & HOODIE (OATMEAL GREY) [LRSWCTM915M,H916M]",LRSWCTM915M/LRSWCTH916M,1,0,1,1.0,"('19~23세', 0)",5100.0,35441,53100.0,10,4.0,4.8,1026,5500.0,1.0,2,0
1353,상의,후드 티셔츠,APR8 STAR LOGO HOODIE [6Color],28257215,0,0,2,1.0,"('~18세', 0)",22000.0,50651,59000.0,34,4.0,4.8,1882,12000.0,0.9431818181818182,1,0
1354,상의,후드 티셔츠,스마일 오버사이즈 헤비 후드티 MWZHD001-BK,MWZHD001-BK,0,0,0,0.0,"('19~23세', 0)",4500.0,5721,79980.0,7,4.0,4.9,256,800.0,0.975609756097561,2,0
1355,상의,민소매 티셔츠,STRING TUBETOP [BLACK],AS22TO10BK,0,0,1,1.0,"('24~28세', 0)",1600.0,1586,38000.0,0,5.0,4.9,38,50.0,0.98,3,0
1356,상의,맨투맨/스웨트셔츠,[SET]아치 팬시 맨투맨or후드+원턱 와이드 셋업_화이트메란지,SET0037,0,0,2,1.0,"('19~23세', '40세~')",3600.0,1385,58800.0,56,5.0,4.8,31,200.0,1.0,2,0
1357,상의,니트/스웨터,케이블 오버핏 라운드 니트 [화이트],ECRPS00665,1,0,0,0.0,"('24~28세', 0)",3200.0,631,59600.0,23,4.0,5.0,23,100.0,1.0,3,0
1358,상의,긴소매 티셔츠,2PACK [203g] 베이식 긴팔 티셔츠 18수,1304,0,0,0,0.0,"('24~28세', 0)",2300.0,231,28900.0,63,4.0,4.4,32,250.0,0.975,3,0
1359,상의,후드 티셔츠,Slim soft warmer hood T-shirt - OAT MEAL,SE3DTS557OM,0,0,1,1.0,"('19~23세', 0)",8300.0,15969,72000.0,0,4.0,4.7,717,1600.0,0.9534883720930232,2,0
1360,상의,니트/스웨터,소프트 필링 세미오버 라운드 니트 초코브라운,21FATP012,0,1,0,0.0,"('24~28세', 0)",95000.0,23779,38350.0,35,4.0,4.8,2275,13000.0,0.925531914893617,3,0
1361,상의,니트/스웨터,릴리 부클 니트 스웨터_차콜,PW23AK-05CH,1,0,1,1.0,"('24~28세', 0)",97000.0,19942,62900.0,30,7.0,4.8,282,2000.0,0.946808510638298,3,0
1362,상의,니트/스웨터,인사이드 더 클로젯 니트 [IVORY],LRKN3401IV,0,0,1,1.0,"('19~23세', 0)",25000.0,15426,59400.0,10,4.0,4.9,158,1100.0,0.9767441860465116,2,0
1363,상의,맨투맨/스웨트셔츠,[기모/논기모]레터링 자수 카라 맨투맨 - 네이비,MOO_23 F/W,0,0,2,1.0,"('19~23세', 0)",4300.0,2102,48300.0,30,4.0,4.7,20,200.0,0.9903846153846154,2,0
1364,상의,스포츠/용품,NT7UP47B 코튼 베이직 반팔 티셔츠,NT7UP47B,0,0,0,1.0,"('40세~', 0)",2800.0,1352,25000.0,24,5.0,4.9,143,850.0,0.9625,6,0
1365,상의,후드 티셔츠,스몰 트위치 로고 에어로웜 오버핏 후드 티셔츠 멜란지 그레이,LE2203HD10MG,1,0,2,1.0,"('40세~', 0)",5600.0,39407,39500.0,50,4.0,4.8,4880,7100.0,0.8928571428571429,6,0
1366,상의,니트/스웨터,HOFE 니트 후드 후드집업 티 그레이,5008039267,0,0,1,1.0,"('24~28세', 0)",46000.0,6785,37900.0,27,5.0,4.6,32,300.0,0.9583333333333334,3,0
1367,상의,후드 티셔츠,RV_BIG CAT 후드(STHSTD-0050),5009462301,0,1,0,1.0,"('19~23세', 0)",30000.0,21662,39900.0,52,4.0,4.8,799,6700.0,0.9782608695652174,2,0
1368,상의,니트/스웨터,컴포터블 오버핏 크루넥 니트 (아이보리),nt329032-02,0,0,0,0.0,"('19~23세', 0)",2300.0,288,31900.0,45,4.0,4.5,14,150.0,1.0,2,0
1369,상의,니트/스웨터,TD5-SW01 램스울 라운드 니트-로즈핑크,TD5-SW01_ROP,1,0,0,0.0,"('29~33세', 0)",2600.0,440,53550.0,10,4.0,5.0,22,100.0,0.9722222222222222,4,0
1370,상의,셔츠/블라우스,타탄 포켓 체크 셔츠 오버핏 블랙,ACSH21301,0,0,1,1.0,"('19~23세', 0)",6000.0,7991,29800.0,31,4.0,4.8,621,2100.0,0.9588235294117649,2,0
1371,상의,셔츠/블라우스,오버핏 옥스퍼드 셔츠 (BLACK),T1S-OOSH02BK,1,0,0,0.0,"('24~28세', 0)",5900.0,6382,39000.0,20,4.0,4.8,675,1700.0,0.9555555555555556,3,0
1372,상의,반소매 티셔츠,TSHIRT TRIPLE FLOWER_WHITE PINK,MM20TS007,0,0,1,1.0,"('19~23세', 0)",4600.0,15864,39900.0,5,4.0,4.8,1791,3200.0,0.9204545454545454,2,0
1373,상의,셔츠/블라우스,옵티멀 베이직 셔츠-화이트[린넨＆옥스포드 선택],Optimal Basic Shirt-Wh,1,0,2,0.0,"('19~23세', 0)",29000.0,53816,39900.0,25,5.0,4.7,9336,23000.0,0.9090909090909092,2,0
1374,상의,긴소매 티셔츠,TCM hellz raglan long sleeve (grey/black),230822,1,0,2,1.0,"('19~23세', 0)",5600.0,22113,48600.0,10,4.0,4.9,1156,3800.0,1.0,2,0
1375,상의,기타 상의,93 로고 하프 집업_와인,93223TJP1006,1,0,2,0.0,"('19~23세', 0)",2500.0,3014,39500.0,50,4.0,4.9,92,400.0,0.9523809523809524,2,0
1376,상의,후드 티셔츠,오리지널무지[기모] 루즈핏 후드 다크그레이 OGHD1934,2173609,0,0,0,0.0,"('19~23세', '24~28세')",4500.0,3958,34900.0,30,4.0,4.9,329,1000.0,0.9761904761904762,2,0
1377,상의,후드 티셔츠,미시간 울버린 피그먼트 후드티 블랙 차콜,TRTOAWHD12UC5,1,0,2,1.0,"('19~23세', 0)",26000.0,92541,54900.0,31,4.0,4.8,11417,14000.0,0.9204545454545454,2,0
1378,상의,후드 티셔츠,[기모]로고&스마일리 후디 블랙(IK2CFMM400A),IK2CFMM400ABK,1,0,0,1.0,"('40세~', 0)",10000.0,2477,23700.0,70,5.0,4.9,105,400.0,1.0,6,0
1379,상의,후드 티셔츠,공용) 플리스 베이직 스웨트 후디_MSC4TH3901,MSC4TH3901,0,0,0,0.0,"('40세~', 0)",4200.0,1069,12900.0,68,5.0,4.7,124,500.0,0.9324324324324323,6,0
1380,상의,기타 상의,에센셜 시그니쳐 반집업 맨투맨_검정,TSH7520006,0,0,2,0.0,"('~18세', 0)",10000.0,7805,25800.0,57,5.0,4.8,403,2100.0,0.9488636363636364,1,0
1381,상의,반소매 티셔츠,DON’T PANIC PIGMENT TEE PINK(MG2DMMT505A),MG2DMMT505APK,0,0,2,1.0,"('19~23세', 0)",2400.0,29236,39200.0,20,6.0,4.9,2660,11000.0,0.9772727272727272,2,0
1382,상의,맨투맨/스웨트셔츠,[3-PACK]베이직 트래블러 피그먼트 스웨트셔츠,TRTOAWCR92U,1,0,2,0.0,"('19~23세', '24~28세')",56000.0,69419,59900.0,60,19.0,4.7,9398,22000.0,0.8977272727272727,2,0
1383,상의,후드 티셔츠,하비클럽 미니게임 후드티 그레이 YKHD1336,2178267,0,0,0,1.0,"('40세~', 0)",3200.0,6176,39700.0,30,4.0,4.8,322,750.0,1.0,6,0
1384,상의,반소매 티셔츠,CLASSIC LOGO TEE white,1MG23STS101,0,0,1,1.0,"('24~28세', 0)",13000.0,14886,39200.0,20,5.0,4.8,2673,9400.0,0.9574468085106383,3,0
1385,상의,맨투맨/스웨트셔츠,OUR 1989 맨투맨 (STMSTD-0004),5004508717,0,0,2,0.0,"('40세~', 0)",28000.0,6158,24000.0,60,4.0,4.8,486,3600.0,0.9895833333333334,6,0
1386,상의,니트/스웨터,오버사이즈 집업 카라 터틀넥 니트 [M.GREY],DFKN2105MGY,1,0,0,0.0,"('24~28세', 0)",59000.0,45911,68400.0,10,4.0,4.9,8975,10000.0,0.9318181818181818,3,0
1387,상의,니트/스웨터,TD5-SW01 램스울 라운드 니트-레드 마호가니,TD5-SW01_REM,1,0,0,0.0,"('24~28세', 0)",6800.0,1209,53550.0,10,4.0,4.8,98,350.0,0.9594594594594594,3,0
1388,상의,후드 티셔츠,오버핏 1988 아카이브 래글런 후디-그린,Overfit 1988 Archive Raglan Hoodie-Gr,1,0,2,1.0,"('19~23세', 0)",12000.0,11216,49900.0,20,5.0,4.8,144,1200.0,1.0,2,0
1389,상의,니트/스웨터,워셔블 투 톤 크루넥 그래픽 니트 (BLACK),TRFKN05BK,1,0,2,0.0,"('19~23세', 0)",89000.0,23193,39800.0,23,5.0,4.8,1614,10000.0,0.9761904761904762,2,0
1390,상의,후드 티셔츠,Essential 오버핏 후드 트레이닝 셋업,BR557,0,1,0,0.0,"('19~23세', 0)",5000.0,3641,44900.0,21,5.0,4.8,460,1800.0,0.9767441860465116,2,0
1391,상의,맨투맨/스웨트셔츠,Track String Sweat Shirts [2 Colors],2023F05,0,0,0,0.0,"('24~28세', 0)",3100.0,538,39000.0,0,4.0,4.8,13,100.0,1.0,3,0
1392,상의,니트/스웨터,헤비웨이트 키홀 케이블 크루넥 니트 스카이블루 COOSKT040SKYBLUE,COOSKT040SKYBLUE,0,0,2,0.0,"('24~28세', 0)",4900.0,1098,82800.0,36,7.0,4.9,76,250.0,0.9857142857142858,3,0
1393,상의,반소매 티셔츠,리즌 트레일 피그먼트 반팔티 블랙 차콜,TRTHSURS41UC5,1,0,0,0.0,"('19~23세', 0)",6600.0,37789,29900.0,30,4.0,4.9,3659,15000.0,1.0,2,0
1394,상의,니트/스웨터,353917 여 7GG 메리노울 크루넥 스웨터_6color,353917,0,0,1,1.0,"('24~28세', 0)",8700.0,1086,39000.0,35,4.0,4.8,12,100.0,1.0,3,0
1395,상의,반소매 티셔츠,스몰 체리 스탠다드 티셔츠 [화이트],KKRMCTS503MWHA,0,0,1,1.0,"('40세~', 0)",1100.0,753,20300.0,30,4.0,4.9,67,300.0,1.0,6,0
1396,상의,맨투맨/스웨트셔츠,Naughty Boy 특양면 맨투맨_B1,B1,0,0,2,1.0,"('19~23세', 0)",7500.0,6820,32900.0,22,5.0,4.7,254,1800.0,0.9637305699481864,2,0
1397,상의,셔츠/블라우스,라이크린넨 바이오 반팔 셔츠 ( 패키지 ) : ( 6Color ),BR663,0,1,0,0.0,"('24~28세', 0)",1200.0,4331,48900.0,21,5.0,4.8,786,4300.0,0.975,3,0
1398,상의,니트/스웨터,ISA ASYMMETRICAL KNIT TOP (BLACK),GY23CPO008_BK,0,0,1,1.0,"('24~28세', 0)",22000.0,6477,142200.0,10,5.0,4.7,144,650.0,0.9318181818181818,3,0
1399,상의,반소매 티셔츠,유니폼 브이넥 반팔 티셔츠 (블랙),C232RUST03BK,1,0,2,1.0,"('19~23세', 0)",1900.0,11714,41300.0,30,7.0,4.9,470,2300.0,1.0,2,0
1400,상의,반소매 티셔츠,미시간 울버린 피그먼트 반팔티 블랙 차콜,TRTOASURS12UC5,1,0,0,0.0,"('19~23세', 0)",7000.0,98273,29900.0,23,4.0,4.8,24057,33000.0,0.8522727272727273,2,0
1401,상의,맨투맨/스웨트셔츠,헤이즈 오버핏 스웨트셔츠 [쭈리/기모] 블랙 KJMT2369 / KJMT2400,2164254,0,0,0,0.0,"('19~23세', 0)",40000.0,23225,30300.0,30,7.0,4.8,2445,11000.0,0.9693877551020408,2,0
1402,상의,긴소매 티셔츠,Masterpiece Sheer Top Black,SC22A243BK,0,0,1,1.0,"('19~23세', 0)",24000.0,28580,43200.0,20,5.0,4.8,2017,7100.0,0.9659090909090908,2,0
1403,상의,셔츠/블라우스,오버사이즈 스톤 워싱 데님 셔츠 블루,Oversize Stone Washing Denim Shirts Blue,0,0,2,0.0,"('24~28세', 0)",18000.0,30608,35900.0,38,4.0,4.8,6868,10000.0,0.9404761904761904,3,0
1404,상의,맨투맨/스웨트셔츠,디졸브 어웨이 모스트 오버 스웨트셔츠 3colors,5006923680,0,0,2,0.0,"('19~23세', 0)",23000.0,2327,25900.0,73,5.0,5.0,27,400.0,1.0,2,0
1405,상의,니트/스웨터,케이블 크루넥 오버핏 니트 - 8 COLOR [ONE OR TWO],JT66,0,0,2,0.0,"('~18세', '19~23세')",16000.0,1172,24800.0,82,5.0,4.9,71,500.0,0.9861111111111112,1,2
1406,상의,맨투맨/스웨트셔츠,BERRYMAN SIGNATURE SET-UP TEE_WHITE&BLUE,BU063DT010W3,0,0,0,1.0,"('40세~', 0)",4700.0,411,44000.0,60,4.0,4.8,31,200.0,0.9814814814814816,6,0
1407,상의,니트/스웨터,[PBA] DBOF Nylon Sweater [NAVY],PB234KN003NV,0,0,0,1.0,"('19~23세', 0)",3600.0,2380,115200.0,20,4.0,4.9,44,250.0,0.9821428571428572,2,0
1408,상의,후드 티셔츠,ODSD 피그먼트 데미지 오버핏 후드 - NAVY,5005793875,0,0,2,1.0,"(0, 0)",4300.0,4541,68000.0,24,6.0,4.9,17,250.0,0.9375,0,0
1409,상의,피케/카라 티셔츠,[패키지] 릴렉스드 더블코튼 카라 긴팔티,BR573,0,1,0,0.0,"('24~28세', 0)",4700.0,4207,45900.0,21,5.0,4.9,931,3000.0,0.9642857142857144,3,0
1410,상의,후드 티셔츠,[UNISEX]스몰 드로잉스마일 후드티_크림,G(W)-HG21-7-CM,0,0,2,1.0,"('40세~', 0)",9100.0,7319,51100.0,30,5.0,4.7,218,1500.0,0.95,6,0
1411,상의,니트/스웨터,헤비웨이트 키홀 케이블 하프 집업 니트 스카이블루 COOSKT042SKYBLUE,COOSKT042SKYBLUE,0,0,2,0.0,"('24~28세', 0)",20000.0,3771,85800.0,42,13.0,4.9,175,850.0,1.0,3,0
1412,상의,니트/스웨터,[5404] 로고 자수 니트 집업 (아이보리),5005444919,0,0,1,1.0,"('24~28세', 0)",39000.0,15271,53100.0,10,4.0,4.8,302,2200.0,0.926829268292683,3,0
1413,상의,후드 티셔츠,UUU 로고 컬러링 풀 오버 후디_오트밀(IK2DSMM410A),IK2DSMM410AOM,0,0,0,1.0,"('40세~', 0)",11000.0,1600,44500.0,50,5.0,4.9,34,350.0,1.0,6,0
1414,상의,맨투맨/스웨트셔츠,라이크모스트 링스타 오버핏 스웨트셔츠 블랙,5006020672,0,0,2,1.0,"('19~23세', 0)",62000.0,9283,25900.0,71,5.0,4.7,97,1500.0,0.9875,2,0
1415,상의,스포츠/용품,[3PACK] 에어쿨링 드라이 기능성 무지 반팔티,300-3PACK,0,0,2,0.0,"('24~28세', 0)",25000.0,16669,21400.0,39,4.0,4.8,7455,27000.0,0.9534883720930232,3,0
1416,상의,후드 티셔츠,90s 헤리티지 로고 후드티_화이트메란지,TSH9520029,0,0,2,1.0,"('~18세', 0)",2500.0,5174,29800.0,60,5.0,4.7,91,650.0,0.9732142857142856,1,0
1417,상의,맨투맨/스웨트셔츠,980G 피그먼트 맨투맨-더스티 민트-,pg-mtm-dustymint,1,0,0,0.0,"(0, 0)",2200.0,1231,57300.0,40,4.0,4.9,311,450.0,0.9743589743589745,0,0
1418,상의,후드 티셔츠,왓이브 후드 그레이 HHHD3472,5002060213,0,0,0,0.0,"('~18세', 0)",17000.0,11218,43900.0,23,6.0,4.9,634,5000.0,0.9878048780487804,1,0
1419,상의,후드 티셔츠,스튜디오 아치 로고 후드_그레이,93223THD1001,0,0,2,0.0,"('24~28세', 0)",2400.0,5267,55300.0,30,4.0,4.9,508,950.0,0.9651162790697676,3,0
1420,상의,후드 티셔츠,[SET] (맨투맨 OR 후드 선택) 센서티브 트레이닝 셋업_크림,22FW_PACK_08_CR,0,0,2,1.0,"('40세~', 0)",4900.0,1451,48600.0,60,4.0,4.6,69,200.0,0.945945945945946,6,0
1421,상의,반소매 티셔츠,1992 우먼 레귤러 베이직 티셔츠,5005085063,0,0,1,1.0,"('40세~', 0)",550.0,261,19120.0,60,5.0,5.0,5,50.0,1.0,6,0
1422,상의,긴소매 티셔츠,Breton Stripe Long Sleeve T-Shirt A/N,B-TOP-0009-A/N,0,0,2,0.0,"('24~28세', 0)",3200.0,668,48000.0,0,4.0,4.8,168,250.0,1.0,3,0
1423,상의,후드 티셔츠,엔비엘 로고 후드 (버건디),TJFHD13BU,0,0,1,1.0,"('~18세', 0)",21000.0,23873,49900.0,58,4.0,4.7,1036,5400.0,0.9883720930232558,1,0
1424,상의,반소매 티셔츠,XTT047 스포티 라운드 반팔 티셔츠 (BLACK),XTT047BK,1,0,2,0.0,"('19~23세', 0)",1500.0,13556,35100.0,10,11.0,4.9,1320,5700.0,0.9659090909090908,2,0
1425,상의,반소매 티셔츠,LMC X HAHA HA OFFICE CATS MARKETING TEAM TEE white,0LM23FTS101WHT,1,0,2,1.0,"('24~28세', '29~33세')",6500.0,2111,31500.0,30,4.0,4.8,198,1100.0,0.8875,3,0
1426,상의,니트/스웨터,TD5-SW01 램스울 라운드 니트-네이비,TD5-SW01_NAV,1,0,0,0.0,"('24~28세', 0)",9900.0,1522,53550.0,10,4.0,4.8,144,700.0,0.9878048780487804,3,0
1427,상의,후드 티셔츠,오리지널리티 모스트 후디 4colors,5006641674,0,0,1,1.0,"('24~28세', 0)",24000.0,4773,29900.0,64,5.0,4.9,80,950.0,0.975609756097561,3,0
1428,상의,니트/스웨터,워셔블 하프 집업 카라넥 하찌 니트 (PURE BLACK),TRFKN03BK,1,0,2,0.0,"('19~23세', 0)",97000.0,53054,39800.0,19,5.0,4.7,4617,20000.0,0.9555555555555556,2,0
1429,상의,후드 티셔츠,컬리지 스탠다드 오버 후드티_그레이,TSH6520006,0,0,2,1.0,"('40세~', 0)",11000.0,11005,34800.0,42,5.0,4.8,711,2700.0,1.0,6,0
1430,상의,니트/스웨터,카밀 앙고라 오버핏 니트 (다크 그레이),Kamil Angora Over-Fit Knit (Dark Gray),0,0,0,0.0,"('19~23세', 0)",5300.0,1102,78300.0,10,25.0,4.9,50,300.0,0.9230769230769232,2,0
1431,상의,셔츠/블라우스,솔리드 옥스포드 오버셔츠(라이트그레이),T20SH001-LGY,0,0,2,0.0,"('24~28세', 0)",4700.0,12468,40200.0,40,4.0,4.9,2067,5200.0,0.9767441860465116,3,0
1432,상의,맨투맨/스웨트셔츠,슈팅 로고 레글런 스웨트셔츠 베이지브라운,C23SA20,0,0,1,1.0,"('19~23세', 0)",19000.0,42981,48240.0,33,4.0,4.9,1548,8000.0,0.9375,2,0
1433,상의,셔츠/블라우스,[넥타이 SET] 솔리드 오버핏 옥스포드 타이셔츠_Taupe Gray,m1037_685523,0,0,2,0.0,"('24~28세', 0)",36000.0,11064,68900.0,0,10.0,4.8,771,4100.0,0.9878048780487804,3,0
1434,상의,후드 티셔츠,Hug Me 자수 후드티 그레이,C23SA10,1,0,1,1.0,"('19~23세', 0)",6300.0,8045,46800.0,35,4.0,4.8,154,1200.0,0.9625,2,0
1435,상의,후드 티셔츠,SOUNDS 89 후드(STHSTD-0055),5009462296,0,1,0,0.0,"('~18세', 0)",8000.0,2303,37900.0,54,4.0,4.7,41,350.0,0.9833333333333332,1,0
1436,상의,긴소매 티셔츠,여성) 플리스 그래픽 스웨트셔츠_MSD4TR2902,MSD4TR2902,0,0,1,1.0,"('40세~', 0)",1000.0,122,9900.0,75,5.0,4.6,20,50.0,1.0,6,0
1437,상의,후드 티셔츠,TAG OG HOODIE - BURGUNDY,BJSMHDS01BD,0,0,2,1.0,"('~18세', 0)",63000.0,43625,89000.0,0,5.0,4.8,3104,14000.0,0.9767441860465116,1,0
1438,상의,후드 티셔츠,에센셜 후드 스웻 셔츠 (BROWN),TAF-EHSS02,1,0,0,0.0,"('19~23세', 0)",2500.0,737,37000.0,14,4.0,4.9,88,450.0,1.0,2,0
1439,상의,후드 티셔츠,시큐어 후드 4종 블랙 ISHD6228,5003868831,0,0,0,1.0,"('19~23세', 0)",4500.0,1795,39800.0,33,6.0,4.9,34,450.0,1.0,2,0
1440,상의,반소매 티셔츠,MATIN LOGO CROP TOP IN WHITE,MK2335TS041M0WH,0,0,1,1.0,"('19~23세', 0)",7200.0,18227,39000.0,0,5.0,4.8,686,4300.0,0.8977272727272727,2,0
1441,상의,후드 티셔츠,어웨이엘티엠 기모 오버핏 후디 멜란지,5006298986,0,0,1,1.0,"('40세~', 0)",7100.0,809,29900.0,69,5.0,4.5,11,150.0,0.9,6,0
1442,상의,반소매 티셔츠,TAG KP TEE - BLACK,BIMMST001BK,1,0,2,1.0,"('19~23세', 0)",9700.0,47060,28800.0,20,5.0,4.9,6709,17000.0,0.9888888888888888,2,0
1443,상의,니트/스웨터,[2-PACK] (하프집업 + 크루넥 선택) 코튼 워셔블 하찌 니트,KBCFUKL001KBCFUKL002,1,0,2,0.0,"('24~28세', 0)",21000.0,9820,49900.0,61,4.0,4.9,835,3400.0,0.9767441860465116,3,0
1444,상의,셔츠/블라우스,[ONEMILE WEAR] OXFORD SMALL ARCH BIG SHIRT WHITE,YC6SH0001WH,1,0,2,0.0,"('24~28세', 0)",1200.0,320,19900.0,71,4.0,4.8,49,50.0,0.935483870967742,3,0
1445,상의,후드 티셔츠,UNISEX LAUREL OVERSIZED HOODIE,22FW09-1,0,0,0,0.0,"('19~23세', 0)",54000.0,60666,48300.0,30,4.0,4.8,6845,12000.0,0.9204545454545454,2,0
1446,상의,니트/스웨터,헤비 케이블 니트 울 스웨터 [네이비],hvs_kn003_NA,0,0,0,0.0,"('19~23세', 0)",9200.0,3854,49900.0,44,5.0,4.7,228,550.0,0.9555555555555556,2,0
1447,상의,맨투맨/스웨트셔츠,오버트 맨투맨 5종 블랙 ISMT6224,5003807089,0,0,0,0.0,"('19~23세', 0)",5900.0,1850,34900.0,27,6.0,4.9,45,450.0,0.9583333333333334,2,0
1448,상의,셔츠/블라우스,(겨울원단) 오버핏 헤비 투 포켓 체크 셔츠 자켓 블랙,23FWGS79BK,1,0,2,0.0,"('24~28세', 0)",13000.0,1768,39800.0,20,18.0,4.8,145,950.0,0.9605263157894736,3,0
1449,상의,맨투맨/스웨트셔츠,브이넥 아플리케 럭비 맨투맨_네이비,WVV22ANY,0,1,0,0.0,"('24~28세', 0)",1900.0,3030,53100.0,10,4.0,4.8,213,550.0,0.9772727272727272,3,0
1450,상의,후드 티셔츠,썬더 피그먼트 후드 블랙 KMHD6729,5003803535,1,0,0,0.0,"('19~23세', 0)",1700.0,1317,53900.0,32,4.0,4.9,23,150.0,1.0,2,0
1451,상의,니트/스웨터,[FULL PACKAGE] 에센셜 크루넥 리브 오버핏 니트 [2PACK],JT57,0,0,2,0.0,"('19~23세', 0)",110000.0,19633,47800.0,64,5.0,4.8,2083,13000.0,0.8658536585365854,2,0
1452,상의,맨투맨/스웨트셔츠,NYC LOGO 특양면 맨투맨_B1,B1,0,1,2,1.0,"('40세~', 0)",2600.0,1826,32900.0,22,5.0,4.9,35,300.0,0.9637305699481864,6,0
1453,상의,후드 티셔츠,레더 패치 코튼 스웨트 셋업 블랙,23SL1DR009,0,0,0,0.0,"('29~33세', 0)",2500.0,366,201600.0,30,4.0,5.0,28,100.0,1.0,4,0
1454,상의,반소매 티셔츠,[2PACK] 베이식 32수 이너 레이어드 코튼 반팔티,083-2P,0,0,0,0.0,"('19~23세', 0)",11000.0,5482,14900.0,12,13.0,4.6,1676,7600.0,0.9534883720930232,2,0
1455,상의,니트/스웨터,쓰리 스타즈 로고 니트 후디_아이보리(NG2DFUK610A),NG2DFUK610AIV,0,0,0,1.0,"('19~23세', 0)",17000.0,26425,80100.0,10,5.0,4.9,781,4100.0,0.9634146341463414,2,0
1456,상의,맨투맨/스웨트셔츠,SWEATSHIRT ALUMNI EMBLEM_OATMEAL BLACK,5004233804,0,0,1,1.0,"('40세~', 0)",1600.0,7041,80750.0,5,4.0,4.8,244,1300.0,0.9883720930232558,6,0
1457,상의,반소매 티셔츠,T-Logo Tee White,TN230TTSST01WH,0,0,2,1.0,"('~18세', 0)",5200.0,14864,27000.0,40,5.0,4.8,1240,7700.0,0.9772727272727272,1,0
1458,상의,후드 티셔츠,(YALE HEAVYWEIGHT) MIXED HOODIE NAVY,YA11HD0011NA,1,0,2,0.0,"('40세~', 0)",24000.0,59307,29900.0,66,4.0,4.8,4661,8500.0,0.9886363636363636,6,0
1459,상의,반소매 티셔츠,[2PACK] 7.5oz 헤비웨이트 무지 오버핏 레이어드 반팔티,7.5oz w/b,0,0,2,0.0,"('24~28세', 0)",8400.0,15922,31700.0,55,4.0,4.8,5910,15000.0,0.9,3,0
1460,상의,긴소매 티셔츠,YOUHEE LETTERING LONG SLEEVE PINK,YHLTDC003PN,0,0,1,1.0,"('19~23세', 0)",4700.0,1729,39200.0,20,4.0,4.7,34,350.0,0.9821428571428572,2,0
1461,상의,맨투맨/스웨트셔츠,오버트 맨투맨 5종 다크그레이 ISMT6224,5003807086,0,0,0,0.0,"('19~23세', 0)",6000.0,2164,34900.0,27,6.0,4.9,76,750.0,0.984375,2,0
1462,상의,맨투맨/스웨트셔츠,RESEARCH CREWNECK [MAROON],LAVT10,1,0,0,0.0,"('19~23세', 0)",13000.0,12699,48300.0,30,4.0,4.8,960,3100.0,0.9888888888888888,2,0
1463,상의,맨투맨/스웨트셔츠,[22FW] 빅 트위치 루즈핏 맨투맨 NAVY,LE2203CR01NA,1,0,2,1.0,"('40세~', 0)",40000.0,8234,48300.0,30,4.0,4.9,723,5400.0,1.0,6,0
1464,상의,맨투맨/스웨트셔츠,Heavyweight Letter Logo Sweatshirt H.Grey,DC23SG004HG,0,1,2,0.0,"('40세~', 0)",5200.0,342,49900.0,37,4.0,5.0,47,150.0,0.9838709677419356,6,0
1465,상의,니트/스웨터,빅 트위치 로고 니트 아이보리,LE2303KT01IV,1,0,2,1.0,"('24~28세', 0)",13000.0,11420,71200.0,20,4.0,4.8,430,900.0,0.9302325581395348,3,0
1466,상의,후드 티셔츠,[논기모]매직 서클 후디_화이트(NG2DSUM405A),NG2DSUM405AWH,0,0,0,1.0,"('~18세', '19~23세')",3700.0,3103,63200.0,20,5.0,4.8,70,350.0,1.0,1,2
1467,상의,니트/스웨터,워셔블 케이블 라운드 니트 - 5 COLOR,SBCAWLKN240,0,0,2,0.0,"('19~23세', 0)",87000.0,19370,39900.0,32,5.0,4.9,2040,9600.0,0.9642857142857144,2,0
1468,상의,반소매 티셔츠,레이어드 크루 넥 반팔 티셔츠_긴 기장 [크림],MMJTS113-CR,0,1,0,0.0,"('40세~', 0)",5100.0,1518,10090.0,40,3.0,4.8,720,2000.0,1.0,6,0
1469,상의,후드 티셔츠,토네이도 후디 - 오프 화이트,RPO3IHG4JR3,0,0,2,1.0,"('~18세', 0)",10000.0,3659,33900.0,57,4.0,4.9,81,450.0,1.0,1,0
1470,상의,후드 티셔츠,오버사이즈 후디드 스웨트셔츠 [미디엄 그레이],MKBTK102-MR,0,1,2,1.0,"('40세~', 0)",1200.0,231,31900.0,0,3.0,4.7,108,200.0,1.0,6,0
